index,user_name,date,text
69,12051,2020-07-25,"While you at it, please follow me

https://t.co/KheirQEh6Z

#Fergusons #DurbanJuly #alreadyvideo #COVID19 #WiseUp https://t.co/h1TYdOgjwv"
70,6898,2020-07-25,"Concealed Nation 1 Million Giveaway https://t.co/HaMym0cBe3 
I put my family's safety before all others, criminals… https://t.co/7QQxVLWqZd"
71,2718,2020-07-25,Check out Angel's beautiful mask and hair bow designs at https://t.co/BpmP8tRs7M #etsy #epiconetsy #masksforsale… https://t.co/fgl69zjMyq
72,22158,2020-07-25,"Thread by @DrZoeHyde (based on international research and evidence) 1. Updated thread on children and #COVID19, sum… https://t.co/A1xWVotp75"
73,20681,2020-07-25,"1 municipality reports one new fatality due to #COVID19, compared to yesterday.

1 new fatality is located and 0 fa… https://t.co/6iJ5lV7ZqR"
74,14157,2020-07-25,"When your home walls need an upgradation, always opt for the experts. Hire #MumbaiPainters and let your walls find… https://t.co/Kb5Yv2ZS9Z"
75,9342,2020-07-25,"Covid to shrink power sector growth, take discoms back to pre-UDAY era

https://t.co/DP5zpNLuUV

#Industry… https://t.co/3ZiFoPdWU8"
76,19192,2020-07-25,"#SaturdayVibes: The current situation calls for more awareness and less stress. To facilitate that, families at our… https://t.co/1Qwd523BZp"
77,8999,2020-07-25,What economic measures are governments taking to respond to #COVID19? Key actions taken by 193 countries are listed… https://t.co/5FXaZWFaLW
78,15447,2020-07-25,"“#Covid19 is everyone’s fight. I have covered major disasters, but nothing like this before."" 

@fabeha_monir, a vi… https://t.co/q3f9kP8rsq"
79,4169,2020-07-25,"@Haggis_UK “I think the government has hugely overestimated the danger of the disease”
I wonder if he’d be brave en… https://t.co/gWJc6nUKqo"
80,10416,2020-07-25,"By the time you see a spike in #Covid19 cases, it isvery hard to reverse it without drastic lockdown. By the time y… https://t.co/A3S4AK3JH4"
81,6036,2020-07-25,@realDonaldTrump @WhiteHouse See what your #political games with #Covid19 have achieved? This is not only shameful… https://t.co/JXvuzUqwfC
82,4137,2020-07-25,Hi long time no see...... In preparation for us reopening we have been doing our homework and some...... #clean… https://t.co/GjEe5w9uY2
83,12006,2020-07-25,@theJagmeetSingh @MatthewGreenNDP you took money at the beginning of the pandemic from woman front line workers who… https://t.co/NXYIA38Rj6
84,12873,2020-07-25,"How Ireland built its COVID-19 contract tracing app, which is so successful that U, S. states want to use it… https://t.co/f0DavA6psh"
85,17964,2020-07-25,"Rakesh Sharma best business Coach in India
Website: https://t.co/oG44LxC2Gg
#salescoach
#BusinessCoach 
#salesforce… https://t.co/GkipPLJMX9"
86,16056,2020-07-25,"Think the link between 5G and #COVID19 is the stuff of loony conspiracy-theories?
Think again: this screen-shot is… https://t.co/UFXNtHGa7L"
87,14693,2020-07-25,"#NSTworld There will not be a #NationalDayRally (#NDR) this year, due to safe distancing requirements as a result o… https://t.co/XJMZjyPCrn"
88,13042,2020-07-25,The cost of preventing further pandemics over the next decade by protecting wildlife and forests would equate to ju… https://t.co/8yqpH3GrLf
89,13427,2020-07-25,"Learn new things during this period 
2d and 3d animations training ongoing...
Click the link below to join the What… https://t.co/lLovm5cWPi"
90,14560,2020-07-25,"2,000 women lawyers write to #AmitShah seeking 5 Lakh Loan per financially drained lawyer.
#COVID19 #Coronavirus 
https://t.co/JEjVTeCjEn"
91,12445,2020-07-25,I literally am using my own head to make decisions on safety from #COVID19 as government are creating the most conf… https://t.co/Kji4e3yBty
92,18410,2020-07-25,OK I'm angry now. I cannot believe the stupidity there is out there about #COVID19. This virus kills. How many must… https://t.co/kNBiYfPTXB
93,21407,2020-07-25,"#DurbanJuly  It's that weekend Y,all... It's a pity that this year we are facing #COVID19 and we can't go in person… https://t.co/k451xx2Ynv"
94,16640,2020-07-25,Let's give it a try #alreadyvideo #COVID19 #HurricaneHanna https://t.co/2HChuAfNHy
95,17920,2020-07-25,Shout out to Earth. Hands down the worst reaction to a “emergency” I’ve ever seen. The Lottery never shut down and… https://t.co/wLGZ8wHymT
96,19804,2020-07-25,"#TamilNadu | #COVID19 |  25th July

●  TN - 6,988 (Highest Spike)

●  Total Cases  - 2,06,737

●  Chennai - 1,329… https://t.co/BFYb3AHGBi"
97,4732,2020-07-25,"@WLOS_13 @wcti12 @thecw22 @myrdc @ABC45TV Please tell us you not going to run that Qanon conspiracy
theory (banned… https://t.co/bYOIITE5kh"
98,20318,2020-07-25,You can all #PlayYourPart in the fight against #Covid19.  We’re all #InThisTogether. Cavan Ladies Footballer Aishli… https://t.co/JtU6MDq2tl
99,17627,2020-07-25,The Egyptians ain't got shit on this. #COVID19 https://t.co/kl5lzOJaxO
100,21691,2020-07-25,"Voices from the Belt and Road: COVID-19 rap song alerts to needed precautions when returning to work
#beltandroad… https://t.co/O39NmfUDmc"
101,11486,2020-07-25,"PR :  @VishalKOfficial and his father Mr.G.K.Reddy tested positive for #Covid19 15/20 days back..

While #Vishal 's… https://t.co/CSXEqIWtig"
102,8345,2020-07-25,"Not only is the area about to be hit by #hanna a #COVID19 hotspot, but Hurricane Harvey work is ongoing. Still."
103,20694,2020-07-25,"1.28% of the U.S. population is infected with Covid-19 
#COVID19 
#TrumpVirus 
#MaskItOrCasket"
104,22648,2020-07-25,My latest on #FoxNews - #COVID19 keeps Wish Children waiting as #WaltDisneyWorld re-opens. @GKTWVillage unable to b… https://t.co/jXCXwifFTb
105,25321,2020-07-25,@Prof_Wombat @vickihickory @ROhsolovely @realDonaldTrump Imagine thinking your toddler-in-chief didn't ignore it ja… https://t.co/MtM8ESVchV
106,1974,2020-07-25,.@headout with a dashboard to boost post-#COVID19 #travel https://t.co/0gnRgqvLlh
107,6221,2020-07-25,"#coronavirus #COVID19 disproportionately affecting communities of color, especially #Hispanic #Latinx ones in my ho… https://t.co/01gV4rcK1u"
108,22476,2020-07-25,"As debates ensue about reopening schools 🏫 amid #COVID19, @WomenDeliver Young Leader @olorunisola8 of #Nigeria says… https://t.co/EGkaAKXGym"
109,6502,2020-07-25,"Companies must protect their workforce’s physical and mental health during the crisis. The use of smart technology,… https://t.co/uExGQbwx1I"
110,2530,2020-07-25,"Today's cases:  92
Total cases: 4102
Today's sample: 602
Today's cured: 45
Total cured: 3233
Today's death: 2
Total… https://t.co/tmrdKOWoma"
111,19953,2020-07-25,"#DrKawana, Minister of Fisheries and Marine Resources, what’s the hold up now? Please release announce the names of… https://t.co/WurEtJyKGX"
112,25136,2020-07-25,Highest ever number of new cases yesterday #coronavirus #covid19 #STAYatHOME https://t.co/oovQrvMviY
113,18995,2020-07-25,@eldiablo0786 @outercircles @RedMajid @A34SafetyAction @BrumLeader @elaina22475794 @CllrMajid @AKAsusangreen… https://t.co/AkiidjpCpe
114,13659,2020-07-25,"@toadmeister Yes, evidence has increased. Plus early WHO guidance was due to the global PPE shortage - priority to… https://t.co/Emdvdhx9Nw"
115,16449,2020-07-25,@bubbaprog 350 school employees exposed to #COVID19 in Manatee County schools over the summer https://t.co/GxiYb61ay0
116,13585,2020-07-25,@BenJamesPhotos Italy #BenPC  #LOCKDOWNPHOTOCHALLENGE #COVID19 https://t.co/27jyDBhbMc
117,2107,2020-07-25,"Cum Check It Out. Ill DM You Nudes!
https://t.co/93MX6QIvAS
#onlyfansbabe #ihaveajoke #onlyfansgirl #alreadyvideo… https://t.co/VHgsyRMeiM"
118,9879,2020-07-25,"If CM of Madhya Pradesh is tested positive for COVID, then Scindia should also be tested for #COVID19."
119,20201,2020-07-25,Four mayors reflect on their evolving response to the coronavirus pandemic https://t.co/TMqFfkPjcC  👈 click the lin… https://t.co/ZmqzTU7Nsv
120,12129,2020-07-25,"Bihar witnesses biggest single-day spike of 2,803 new #Covid19 cases

https://t.co/zTPksALE7T https://t.co/979SPKzt3w"
121,7740,2020-07-25,Lunch in #Amsterdam away from the mass tourists that have invaded so quickly during the #COVID19 pandemic ! #travel https://t.co/DBCPWA0Ao9
122,3445,2020-07-25,"We've captured a snapshot of the amazing VCSE response to the #COVID19 pandemic in Salford. 

We want to say thank… https://t.co/kPum9Ajq72"
123,10451,2020-07-25,"About 22,000 nonprofits will eventually close their doors for good as a result of the current economic crisis, acco… https://t.co/2PSnJgFVfd"
124,11751,2020-07-25,Punjab Govt Warns People Not to Click on Any URL Circulated via SMS/WhatsApp Claiming COVID-19 Relief Package of Rs… https://t.co/tOVrae0N2V
125,4693,2020-07-25,The worst type of spread. #COVID19 #COVIDー19 #COVIDIOTS https://t.co/zyhtCU0A4B
126,8913,2020-07-25,"Wells Fargo Tightens Purse Strings to Ride Out Coronavirus Pandemic 

READ MORE: https://t.co/c86mzwRrnK

#cdc… https://t.co/TJIxxLyVhQ"
127,7859,2020-07-25,"This is a really informative and interesting 🧵. Lots to think about, especially if you have school age kids.… https://t.co/hBee6ZGnYA"
128,24711,2020-07-25,"@travellerboxers Agreed !!  💯% 
 But why I mean, what exactly was his problem with travellers ❤️
 He needs educatin… https://t.co/TdlxiJKpCV"
129,4635,2020-07-25,"Veteran Affairs reports 252 new cases and 13 new deaths bringing total confirmed cases there to 35,563 and 1,980 to… https://t.co/92FnCL6EVR"
130,14359,2020-07-25,Irish home / commercial building model is the perfect breathing groung for the #COVID19  virus. Each trade is treat… https://t.co/YNyXtWrnCC
131,10200,2020-07-25,"""Think-piece on Gender and Climate Change in the context of #COVID19""

https://t.co/BJE2s3WtG7

@parimitaenergy… https://t.co/cVGpy53RNK"
132,11895,2020-07-25,"#Leicestershire residents – if you develop any #Covid19 symptoms, even mild ones, book a test immediately at… https://t.co/Nmz8sJORJp"
133,23192,2020-07-25,I’m emotionally exhausted find my way coming soon ‼️#my200vsbutch200 #royalehightrades #alreadyvideo #MTVHotttest… https://t.co/LsqaRfGoAn
134,18747,2020-07-25,"Actor @VishalKOfficial and his father Mr. GK Reddy tested positive for #Covid19 a couple of weeks ago.

#Vishal's f… https://t.co/6kk3mBMcIQ"
135,14943,2020-07-25,Just imagine...going back to sitting on an average of nearly 6.2 DAYS / year in the car in standstill traffic in Lo… https://t.co/kReiLNFqav
136,9766,2020-07-25,"Global fatalities chart for the last 24 hours..#COVID19 

1. Bolsonaro
2. Trump
3. Modi https://t.co/D7BHp4xEE3"
137,18604,2020-07-25,"You don't drown by falling into a river, but by staying submerged in it.

#facts #SaturdayMotivation #truth… https://t.co/Cl9uVqkTUK"
138,20467,2020-07-25,#COVID19:  #UttarPradesh CM @myogiadityanath directs officials to enhance #COVID-19 testing capacity to one lakh te… https://t.co/k67oJRG3Q8
139,14959,2020-07-25,"Sounds like Plandemic is about to get a second life. Here’s a thread from it’s first run, that debunks its major cl… https://t.co/uGOPrGxbCp"
140,6432,2020-07-25,"@princesscaro85 @NVGOP @marquezjesso @andylukechoi @FlocchiniAmanda @LaCubanaMisfit You should know better. Trump,… https://t.co/mEmjKjB4eN"
141,17182,2020-07-25,"For me, someone who has been affected by social anxiety, wearing a face mask is amazing. I feel slightly hidden fro… https://t.co/t5zBRcraUp"
142,5943,2020-07-25,@badbitchinaz I’d pay the Republicans to leave America #VoteBlue2020 #VoteForBiden #VoteBlueToEndThisNightmare… https://t.co/bGRMueT7WS
143,8398,2020-07-25,Vietnam’s high level of preparedness to prevent Covid-19 spread: Deputy PM #Vietnam #covid19 #coronavirus #ncov… https://t.co/H2hJRzkEZl
144,3922,2020-07-25,@KGeorgieva @Lenin You're totally wrong. Ecuador is the Latin American country with the most causable mortality wit… https://t.co/w1xlNgLeSJ
145,19132,2020-07-25,"@CBCTheHouse @PattyHajdu @CochraneCBC #Covid19 Fatigue, people in front lines we cannot replace,  that is #Fatigue!… https://t.co/8pk0Vik8gX"
146,15489,2020-07-25,We provided a North Devon tourist attraction with a digital #twowayradio solution even before #COVID19 struck. As w… https://t.co/kLwJHahlkq
147,9123,2020-07-25,Mask Print #1 (Londoners Wear Masks) https://t.co/N1zwBuf1No #MaskUp #mask #Masks #MaskMoaners #COVID19 #COVIDー19… https://t.co/W7uBNQomP2
148,6942,2020-07-25,"#RepublicansForBidenNow #COVID19 
Republican Group Uses Trump's Own Words Against Him In Searing Swing-State Ad… https://t.co/9fhivsvvHf"
149,19269,2020-07-25,@SkyNews Of course it's #COVID19 and absolutely nothing to do with this diabolical government who had almost triple… https://t.co/7JnGp3JLZW
150,6177,2020-07-25,I had the opportunity to discuss the legacy of mistrust that Black communities have towards the medical community a… https://t.co/6EBJDIzuZT
151,17107,2020-07-25,How about everyone can spread #COVID19. Another study not accurate! https://t.co/8h5OC3AzYq
152,21937,2020-07-25,"Learning is fun, interesting and surprisingly quite easy. Let’s join WLF Nigeria Ambassadors to promote learning a… https://t.co/rj1wtaf3uV"
153,22471,2020-07-25,Today's the day for #TheBigSpend to buy local &amp; support our #COVID19 rebuilding process. Shop at a local small busi… https://t.co/4xXcPttzqg
154,12648,2020-07-25,"@realDonaldTrump You mean you actually did your JOB after almost 4 years of dodging it?

I don’t get thanked for do… https://t.co/gZcEljJQp5"
155,7445,2020-07-25,#TravelTuesday #COVID19 *Excellent data charts which map how CV is progressing through our societies. They are also… https://t.co/TswUuwfSWY
156,19113,2020-07-25,"@HouseofBobber @SmithWinstona @BlackManOfKAG @cangal21 What a coincidence, influenza cases are unusually down.… https://t.co/UCeqTLOtIF"
157,14183,2020-07-25,"7813 new positive #COVID19 cases reported in #AndhraPradesh from last 24hours 

#APFightsCorona #StayHome https://t.co/MkpUtMvtyZ"
158,12619,2020-07-25,"(1) Two quick estimates of the Arizona post apex recovery rate:

7/03:  3,849 7d avg Peak #COVID19 Confirmed Cases… https://t.co/Tsi7BpsqJQ"
159,47,2020-07-25,"#AR State Sen. Jason Rapert Preached at a Mask-Free Church; Now He Has COVID https://t.co/J9rcqicIHc 
I'm sorry--is… https://t.co/A6dvDYcP7i"
160,7820,2020-07-25,Trump hates looking like a loser — right now he looks like one of the biggest losers in U.S. history: op-ed… https://t.co/5W9ybguQuX
161,15,2020-07-25,You want to cheat in WAEC which are you carrying #BBNajia #COVID19 #TachaDanceChallange #SayNoToNipostFee… https://t.co/4sEtgTAPNY
162,3106,2020-07-25,"#Kerala Private hospitals #covid treatment rates in ₹
General Ward 2300
HDU 3300
ICU 6500
ICU ventilator 11,500
In… https://t.co/NWgix2xAUj"
163,16987,2020-07-25,"Due to the epidemic I'm giving $80 - $1000 to any person out there looking, it might not be able to go round but i… https://t.co/BfX03CbW6F"
164,24741,2020-07-25,@JoeBiden What fight is the creepy and delusional basement dweller referring to? The only battle is keeping… https://t.co/gD8rzRpSc5
165,4634,2020-07-25,"395 new cases and 3 new deaths in Uzbekistan 

[13:22 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic"
166,14318,2020-07-25,"#BIGNEWS: #Rajasthan Governor Kalraj Mishra appeals to all #COVID19 recovered patients to donate their plasma, says… https://t.co/oNsDHDdaYG"
167,2741,2020-07-25,"“Until the day we have a medical vaccine, food is the best vaccine against chaos.”  - @WFPChief David Beasley. 

Am… https://t.co/pEYhGxDRPN"
168,14604,2020-07-25,In Nigeria hapless and unfortunate citizens are taxed ever increasing tariffs for these things. Even without lettin… https://t.co/860upMqDYV
169,4249,2020-07-25,"Your friendly weekend reminder that COVID didn’t go away because you got bored. 

#wearamask #covid #covid19… https://t.co/5Xjoivu9Ze"
170,6668,2020-07-25,Local TV stations owned by Sinclair Broadcast Group are set to air discredited Plandemic researcher's conspiracy th… https://t.co/RBoQTSdsns
171,11347,2020-07-25,Photos: #UAE hospital launches support group for #Covid19 patients https://t.co/wLnFggHSQL
172,19510,2020-07-25,"@Intuitive1966 Yes but 
“we’re learning more about #COVID19 every day” &amp; 
“we’re listening to the science”.… https://t.co/aJW17HoIu8"
173,16501,2020-07-25,"Alhamdulillah ❤️
Coronavirus: No deaths reported for 48 hours in Qatar. 🙏🙏🙏

#Qatar #COVID19 #Coronavirus… https://t.co/29PAfpdt5x"
174,16253,2020-07-25,PRANIK'S Giloy Capsules gives you far-reaching benefits to fight against the infections and boost your immunity.… https://t.co/JlZXHZT1A1
175,20467,2020-07-25,"#COVID19: 5,690 RTPCR/CBNAAT/TrueNat tests and 14,819 Rapid antigen tests conducted today. A total of 9,29,244 test… https://t.co/LtdrWlVZiX"
176,23778,2020-07-25,@RepMattGaetz @realDonaldTrump @GaetzTakes How much will dead and  #COVID19 sufferers spend?
177,20779,2020-07-25,"#Virtual #CHRO #PanelDiscussion on Re-imagining #workplaces amid #COVID19 on July 29 
Register @… https://t.co/OQhX0QZD4I"
178,2618,2020-07-25,"@GovernorGreg’s actions killed.  Are still killing.

What’s that word we use for people who willfully and intention… https://t.co/6NUDsOh6zS"
179,19390,2020-07-25,Are people working in shops supposed to wear face covering? #COVID19 #England
180,12977,2020-07-25,"Delta flight departing from Detroit has to turn around as 2 guests refuse to wear masks
#airlines 
#coronavirus… https://t.co/vFyQ1AFrB7"
181,9741,2020-07-25,@fkeyamo Please can someone educate me on the application process since physical presence isn't possible due to… https://t.co/bD3Iek1PkE
182,4635,2020-07-25,"Puerto Rico reports 573 new cases and 10 new deaths bringing total confirmed cases there to 14,540 and 201 total de… https://t.co/iNO9S2jXVY"
183,5031,2020-07-25,"1,142 #COVID19 positive cases, 2,137 patients recovered/discharged/migrated and 29 deaths in Delhi today. There are… https://t.co/qF6QYCjcmd"
